0	6.836530
1	12.343842
2	16.789242
3	20.329449
4	23.187983
5	25.427933
6	27.218426
7	28.650824
8	29.834827
9	30.729294
10	31.475628
11	32.122505
12	32.631218
13	33.036720
14	33.227821
15	33.490562
16	33.699291
17	33.690495
18	33.828480
19	34.047264
20	34.191532
21	34.374329
22	34.444393
23	34.412552
24	34.452999
25	34.560066
26	34.575405
27	34.574493
28	34.605991
29	34.596031
30	34.623222
31	34.573193
32	34.571259
33	34.578499
34	34.576969
35	34.600647
36	34.609337
37	34.620682
38	34.619503
39	34.620026
40	34.610191
41	34.608181
42	34.619759
43	34.623161
44	34.608299
45	34.613991
46	34.606827
47	34.961449
48	34.896511
49	34.837238
50	34.849876
51	34.849735
52	34.798351
53	34.786541
54	34.768303
55	34.772758
56	34.701611
57	34.732586
58	34.736858
59	34.760784
60	34.755024
61	34.756275
62	34.738232
63	34.745770
64	34.732758
65	34.728207
66	34.708454
67	34.711693
68	34.692314
69	34.676811
70	34.684914
71	34.716301
72	34.731155
73	34.744503
74	34.771294
75	34.767826
76	34.759193
77	34.747890
78	34.775471
79	34.807789
80	34.792625
81	34.796608
82	34.808586
83	34.813774
84	34.838432
85	34.823002
86	34.823841
87	34.825977
88	34.815968
89	34.761086
90	34.796280
91	34.783421
92	34.811218
93	34.817345
94	34.861794
95	34.903214
96	34.870430
97	34.886684
98	34.873322
99	34.859703
100	34.848808
101	34.860600
102	34.880287
103	34.887245
104	34.888420
105	34.889359
106	34.890110
107	34.870201
108	34.861599
109	34.856182
110	34.863567
111	34.843109
112	34.866295
113	34.848221
114	34.873314
115	34.888992
116	34.888351
117	34.868797
118	34.910282
119	34.912708
120	34.902931
121	34.903896
122	34.920784
123	34.896206
124	34.904377
125	34.915306
126	34.931374
127	34.888565
128	34.902657
129	34.928581
130	34.956642
131	34.976162
132	34.963947
133	34.960033
134	34.899773
135	34.913090
136	34.935463
137	34.938713
138	34.933987
139	34.924347
140	34.909309
141	34.884098
142	34.928383
143	34.965275
144	35.032875
145	35.066444
146	35.044960
147	35.018986
148	35.026039
149	35.017033
150	34.835506
151	34.819195
152	34.854485
153	34.882717
154	34.897980
155	34.968784
156	34.949257
157	34.984901
158	35.252190
159	35.230179
160	35.208176
161	35.172997
162	35.174149
163	35.163353
164	35.142998
165	35.122318
166	35.130676
167	35.121250
168	35.157654
169	35.189709
170	35.197773
171	35.176392
172	35.175400
173	35.173141
174	35.153755
175	35.135319
176	35.127892
177	35.129276
178	35.128918
179	35.106659
180	35.075668
181	35.071384
182	35.079674
183	35.043827
184	35.059093
185	35.080097
186	35.070534
187	35.095108
188	35.126488
189	35.161846
190	35.239937
191	35.251141
192	35.229340
193	35.220688
194	35.245995
195	35.260384
196	35.268963
197	35.237740
198	35.244987
199	35.249321
200	35.235207
201	35.232704
202	35.217522
203	35.193657
204	35.148197
205	35.229015
206	35.259979
207	35.240807
208	35.199100
209	35.212608
210	35.205837
211	35.259014
212	35.229778
213	35.222504
214	35.222542
215	35.282635
216	35.288227
217	35.295631
218	35.297161
219	35.292522
220	35.291740
221	35.332134
222	35.319038
223	35.299770
224	35.300468
225	35.290775
226	35.277161
227	35.273594
228	35.294178
229	35.295998
230	35.279873
231	35.288948
232	35.277164
233	35.277992
234	35.272793
235	35.230549
236	35.152809
237	35.159462
238	35.242424
239	35.257526
240	35.197826
241	35.214520
242	35.242523
243	35.245884
244	35.269081
245	35.221718
246	35.246819
247	35.258110
248	35.274467
249	35.261185
250	35.294506
251	35.322624
252	35.334869
253	35.338806
254	35.349281
255	35.384026
256	35.376667
257	35.383961
258	35.383934
259	35.338505
260	35.343178
261	35.285393
262	35.294830
263	35.281868
264	35.315449
265	35.342308
266	35.357941
267	35.388023
268	35.387188
269	35.399700
270	35.449261
271	35.425922
272	35.462914
273	35.466145
274	35.543434
275	35.529095
276	35.489788
277	35.477386
278	35.490906
279	35.487072
280	35.441521
281	35.438774
282	35.445366
283	35.475544
284	35.473316
285	35.461281
286	35.398918
287	35.422272
288	35.440956
289	35.464691
290	35.476357
291	35.473969
292	35.469128
293	35.449139
294	35.453655
295	35.460197
296	35.441998
297	35.440620
298	35.432198
299	35.454754
300	35.531395
301	35.523857
302	35.513435
303	35.527069
304	35.507214
305	35.834106
306	35.774818
307	35.730316
308	35.659557
309	35.670330
310	35.618889
311	35.592388
312	35.606342
313	35.627758
314	35.612663
315	35.622566
316	35.639275
317	35.627739
318	35.617046
319	35.605560
320	35.593445
321	35.574963
322	35.548454
323	35.531647
324	35.551891
325	35.540253
326	35.541199
327	35.550743
328	35.556915
329	35.597008
330	35.617363
331	35.629253
332	35.581635
333	35.564049
334	35.555840
335	35.572712
336	35.574486
337	35.580303
338	35.586418
339	35.597176
340	35.621895
341	35.597725
342	35.631123
343	35.643188
344	35.636730
345	35.628632
346	35.673424
347	35.633087
348	35.592030
349	35.611916
350	35.632221
351	35.651390
352	35.655010
353	35.657906
354	35.638252
355	35.667938
356	35.574497
357	35.611076
358	35.613972
359	35.610424
360	35.650070
361	35.630516
362	35.664680
363	35.648064
364	35.688972
365	35.668964
366	35.726200
367	35.714855
368	35.702850
369	35.767956
370	35.770237
371	35.826260
372	35.806622
373	35.795311
374	35.862434
375	35.815056
376	35.802055
377	35.941071
378	35.885292
379	35.883148
380	35.884361
381	35.856037
382	35.871464
383	35.853043
384	35.836842
385	35.829739
386	35.809406
387	35.615894
388	35.663235
389	35.684994
390	35.699471
391	35.719841
392	35.746391
393	35.799858
394	35.757671
395	35.707806
396	35.767525
397	35.834343
398	35.796978
399	35.815426
400	35.803818
401	35.798927
402	35.768646
403	35.772255
404	35.772209
405	35.769245
406	35.797634
407	35.813023
408	35.841446
409	35.900806
410	35.867725
411	35.901321
412	35.898903
413	35.898430
414	35.848248
415	35.931149
416	35.875885
417	35.874157
418	35.735077
419	35.720497
420	35.755707
421	35.773621
422	35.780628
423	35.783302
424	35.813274
425	35.866550
426	35.847649
427	35.864754
428	35.904804
429	35.916336
430	35.902122
431	35.895149
432	35.882244
433	35.874851
434	35.874794
435	35.886467
436	35.926567
437	35.913239
438	35.880604
439	35.876469
440	35.881950
441	35.880474
442	35.883690
443	35.849640
444	35.816540
445	35.826683
446	35.847980
447	35.815208
448	35.881279
449	35.904839
450	35.910503
451	35.913570
452	35.937996
453	35.733414
454	35.786549
455	35.812943
456	35.838451
457	35.904270
458	35.926163
459	35.958324
460	35.960617
461	35.984425
462	35.969780
463	35.925835
464	35.936089
465	35.922321
466	35.905449
467	35.922710
468	35.932125
469	35.870808
470	35.842262
471	35.882416
472	35.898426
473	35.927345
474	35.960735
475	35.983055
476	35.962822
477	35.996441
478	36.021873
479	36.080303
480	36.072849
481	36.039055
482	36.025200
483	36.017048
484	36.035427
485	36.057457
486	36.089729
487	36.052559
488	36.056511
489	36.059673
490	36.050484
491	35.986004
492	36.026707
493	36.005070
494	36.006802
495	36.043343
496	36.044746
497	36.051727
498	36.014832
499	36.026329
500	36.016487
501	35.996895
502	36.022236
503	36.054226
504	36.069565
505	36.087696
506	36.059719
507	36.087143
508	35.933300
509	35.921555
510	35.964893
511	35.976128
512	35.973396
513	35.999043
514	36.009304
515	36.055599
516	36.069199
517	36.097656
518	36.098450
519	36.157677
520	36.099590
521	36.123436
522	36.116142
523	36.146931
524	36.139336
525	36.150837
526	36.139530
527	36.130486
528	36.013386
529	36.045681
530	36.083237
531	36.119141
532	36.133217
533	36.125435
534	36.149971
535	36.156414
536	36.155708
537	36.168327
538	36.261921
539	36.248905
540	36.210659
541	36.197639
542	36.209198
543	36.177429
544	36.244301
545	36.211372
546	36.165985
547	36.214638
548	36.228657
549	36.163700
550	36.165932
551	36.175041
552	36.170612
553	36.175858
554	36.117065
555	36.144737
556	36.155159
557	36.173748
558	36.162254
559	36.164776
560	36.070110
561	36.117428
562	36.112801
563	36.116425
564	36.136902
565	36.074181
566	36.078205
567	36.047733
568	36.068764
569	36.082661
570	36.080593
571	36.105309
572	36.145588
573	36.223225
574	36.234062
575	36.235405
576	36.243805
577	36.203651
578	36.218403
579	36.236061
580	36.050972
581	36.113838
582	36.164131
583	36.170673
584	36.221317
585	36.235466
586	36.227741
587	36.303596
588	36.311543
589	36.118675
590	36.081573
591	36.180798
592	36.211838
593	36.249855
594	36.281731
595	36.247173
596	36.272263
597	36.280617
598	36.299019
599	36.281513
600	36.290947
601	36.277985
602	36.301308
603	36.264301
604	36.243484
605	36.336697
606	36.357063
607	36.333809
608	36.253681
609	36.227665
610	36.266911
611	36.282192
612	36.294418
613	36.267578
614	36.222668
615	36.261448
616	36.269035
617	36.300007
618	36.305740
619	36.338158
620	36.368488
621	36.348808
622	36.314018
623	36.309624
624	36.474571
625	36.464436
626	36.443142
627	36.434898
628	36.413654
629	36.414238
630	36.426422
631	36.401012
632	36.399727
633	36.378193
634	36.409309
635	36.401970
636	36.457623
637	36.403999
638	36.368427
639	36.404427
640	36.403923
641	36.412312
642	36.411697
643	36.412670
644	36.450073
645	36.301281
646	36.321407
647	36.355091
648	36.390827
649	36.407696
650	36.412399
651	36.438133
652	36.449932
653	36.441795
654	36.445538
655	36.454395
656	36.448296
657	36.449272
658	36.444195
659	36.432808
660	36.445671
661	36.494053
662	36.493206
663	36.499855
664	36.320599
665	36.355907
666	36.363644
667	36.400597
668	36.402325
669	36.405174
670	36.414776
671	36.425392
672	36.449993
673	36.479931
674	36.498024
675	36.503704
676	36.514111
677	36.497532
678	36.484268
679	36.485374
680	36.514091
681	36.504841
682	36.513557
683	36.527851
684	36.534893
685	36.522949
686	36.522179
687	36.517170
688	36.514629
689	36.512596
690	36.525616
691	36.584373
692	36.580109
693	36.569374
694	36.543205
695	36.557426
696	36.562946
697	36.628887
698	36.636230
699	36.639172
700	36.640064
701	36.624664
702	36.571327
703	36.585785
704	36.579773
705	36.585217
706	36.573463
707	36.578705
708	36.626846
709	36.589184
710	36.583961
711	36.592964
712	36.594307
713	36.598309
714	36.600048
715	36.547237
716	36.405380
717	36.461819
718	36.483532
719	36.563892
720	36.584236
721	36.594646
722	36.604443
723	36.616676
724	36.690914
725	36.700500
726	36.757973
727	36.752682
728	36.767494
729	36.786667
730	36.753662
731	36.724327
732	36.716976
733	36.711098
734	36.637543
735	36.593346
736	36.640022
737	36.636345
738	36.639263
739	36.659180
740	36.653137
741	36.683464
742	36.674030
743	36.665020
744	36.701759
745	36.681343
746	36.653290
747	36.705559
748	36.721004
749	36.721642
750	36.725082
751	36.702930
752	36.686676
753	36.680992
754	36.685238
755	36.703285
756	36.508247
757	36.549973
758	36.592140
759	36.646385
760	36.692711
761	36.693150
762	36.719868
763	36.722198
764	36.735783
765	36.765694
766	36.758858
767	36.751926
768	36.772747
769	36.806984
770	36.808006
771	36.794174
772	36.794827
773	36.853943
774	36.908562
775	36.912704
776	36.937992
777	36.920135
778	36.908779
779	36.899696
780	36.858738
781	36.922649
782	36.928368
783	36.941734
784	36.948032
785	36.951607
786	37.023312
787	37.023548
788	36.990044
789	36.998398
790	37.032913
791	36.994606
792	36.958103
793	36.930367
794	36.900852
795	36.899212
796	36.880322
797	36.915016
798	36.954491
799	37.009506
800	36.986137
801	36.850250
802	36.851406
803	36.916786
804	36.892918
805	36.891399
806	36.939991
807	36.973003
808	36.989159
809	36.994759
810	37.028538
811	37.030659
812	37.044075
813	37.013790
814	37.058411
815	37.069206
816	37.137901
817	37.169418
818	37.144829
819	37.173496
820	37.145161
821	37.172295
822	37.062164
823	37.119083
824	37.107491
825	37.109932
826	37.177807
827	37.177906
828	37.243904
829	37.284985
830	37.288551
831	37.294334
832	37.296028
833	37.271019
834	37.311073
835	37.350441
836	37.354099
837	37.357025
838	37.372551
839	37.380577
840	37.410439
841	37.339108
842	37.368469
843	37.393425
844	37.382626
845	37.409142
846	37.421570
847	37.411003
848	37.405479
849	37.647160
850	37.635418
851	37.574757
852	37.639023
853	37.625984
854	37.677074
855	37.656422
856	37.534431
857	37.580395
858	37.582008
859	37.614063
860	37.642635
861	37.655239
862	37.646278
863	37.687450
864	37.674980
865	37.684044
866	37.695690
867	37.713799
868	37.723888
869	37.693871
870	37.721130
871	37.753193
872	37.793491
873	37.814011
874	37.812847
875	37.776760
876	37.844570
877	37.870987
878	37.868683
879	37.890278
880	37.983727
881	37.963268
882	37.965946
883	37.804024
884	37.847340
885	37.890781
886	37.915279
887	37.983219
888	38.018528
889	38.037987
890	38.027184
891	38.044910
892	38.059090
893	38.077759
894	38.114666
895	38.085598
896	38.096035
897	38.111710
898	38.135967
899	38.159767
900	38.171486
901	38.170605
902	38.174294
903	38.184570
904	38.216228
905	38.187355
906	38.206738
907	38.250080
908	38.319908
909	38.289345
910	38.298584
911	38.351387
912	38.368725
913	38.331326
914	38.333637
915	38.335487
916	38.316456
917	38.311485
918	38.339733
919	38.331570
920	38.361664
921	38.368156
922	38.366028
923	38.381905
924	38.406322
925	38.402424
926	38.405163
927	38.435188
928	38.457741
929	38.488968
930	38.549107
931	38.563526
932	38.591175
933	38.601574
934	38.612823
935	38.623287
936	38.622871
937	38.571266
938	38.639847
939	38.622932
940	38.571312
941	38.591545
942	38.645817
943	38.683372
944	38.684120
945	38.715481
946	38.731781
947	38.736031
948	38.745293
949	38.723404
950	38.723473
951	38.726456
952	38.755211
953	38.767960
954	38.792809
955	38.809757
956	38.893627
957	38.922638
958	38.953171
959	38.974667
960	38.933270
961	38.932381
962	38.934597
963	38.939301
964	38.945992
965	38.971855
966	38.980827
967	38.976284
968	39.006340
969	39.037712
970	39.049625
971	39.037182
972	39.050667
973	39.051201
974	39.038445
975	39.015053
976	38.980228
977	39.028542
978	39.071587
979	39.094303
980	39.102222
981	39.086586
982	39.062355
983	39.092777
984	39.052662
985	39.065979
986	39.086887
987	39.053810
988	39.091801
989	39.057739
990	39.093479
991	39.123535
992	39.172485
993	39.217506
994	39.241802
995	39.277351
996	39.239872
997	39.253834
998	39.279652
999	39.257824
1000	39.285774
1001	39.330109
1002	39.400734
1003	39.433796
1004	39.452919
1005	39.534138
1006	39.530262
1007	39.534485
1008	39.558372
1009	39.567230
1010	39.505470
1011	39.497078
1012	39.531380
1013	39.535381
1014	39.519539
1015	39.546417
1016	39.562061
1017	39.658073
1018	39.604511
1019	39.602673
1020	39.623177
1021	39.607353
1022	39.607880
1023	39.581932
1024	39.643208
1025	39.664394
1026	39.731148
1027	39.699593
1028	39.715363
1029	39.704540
1030	39.729576
1031	39.745209
1032	39.770897
1033	39.766548
1034	39.815804
1035	39.814190
1036	39.807041
1037	39.643116
1038	39.703873
1039	39.764198
1040	39.783161
